OCC_CODE,OCC_TITLE,low_wfh,low_wfh_binary,low_wfh_q1,low_wfh_q2,low_wfh_q3,low_wfh_q4,high_wfh,pp,pp_binary,pp_q1,pp_q2,pp_q3,pp_q4
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.5,1,0,0,0,1,0.5,0.45822102425876016,0,1,0,0,0
51-4051,Metal-Refining Furnace Operators and Tenders,0.5,1,0,0,0,1,0.5,0.38274932614555257,0,1,0,0,0
51-4052,"Pourers and Casters, Metal",0.5,1,0,0,0,1,0.5,0.4555256064690027,0,1,0,0,0
51-4071,Foundry Mold and Coremakers,0.5,1,0,0,0,1,0.5,0.5714285714285715,0,0,1,0,0
33-1012,First-Line Supervisors of Police and Detectives,0.5,1,0,0,0,1,0.5,0.7816711590296497,1,0,0,0,1
31-2011,Occupational Therapy Assistants,0.5,1,0,0,0,1,0.5,0.954177897574124,1,0,0,0,1
47-2161,Plasterers and Stucco Masons,0.5,1,0,0,0,1,0.5,0.5768194070080863,0,0,1,0,0
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0.5,1,0,0,0,1,0.5,0.7466307277628031,1,0,0,1,0
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.5,1,0,0,0,1,0.5,0.5434580884627281,0,0,1,0,0
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.5,1,0,0,0,1,0.5,0.5498652291105122,0,0,1,0,0
51-2041,Structural Metal Fabricators and Fitters,0.5,1,0,0,0,1,0.5,0.5687331536388139,0,0,1,0,0
29-1021,"Dentists, General",0.5,1,0,0,0,1,0.5,0.9919137466307277,1,0,0,0,1
29-1131,Veterinarians,0.5,1,0,0,0,1,0.5,0.8463611859838274,1,0,0,0,1
53-3033,Light Truck Drivers,0.5,1,0,0,0,1,0.5,0.4609164420485175,0,1,0,0,0
53-4011,Locomotive Engineers,0.5,1,0,0,0,1,0.5,0.45822102425876016,0,1,0,0,0
53-4041,Subway and Streetcar Operators,0.5,1,0,0,0,1,0.5,0.5876010781671159,0,0,1,0,0
51-2051,Fiberglass Laminators and Fabricators,0.5,1,0,0,0,1,0.5,0.8571428571428571,1,0,0,0,1
51-3021,Butchers and Meat Cutters,0.5,1,0,0,0,1,0.5,0.7466307277628031,1,0,0,1,0
29-1241,"Ophthalmologists, Except Pediatric",0.5,1,0,0,0,1,0.5,0.9784366576819407,1,0,0,0,1
29-2032,Diagnostic Medical Sonographers,0.5,1,0,0,0,1,0.5,0.948787061994609,1,0,0,0,1
19-1032,Foresters,0.5,1,0,0,0,1,0.5,0.4555256064690027,0,1,0,0,0
51-3093,Food Cooking Machine Operators and Tenders,0.5,1,0,0,0,1,0.5,0.6630727762803235,1,0,0,1,0
51-9197,Tire Builders,0.5,1,0,0,0,1,0.5,0.6010781671159031,0,0,1,0,0
29-2061,Licensed Practical and Licensed Vocational Nurses,0.5,1,0,0,0,1,0.5,0.9110512129380054,1,0,0,0,1
29-2091,Orthotists and Prosthetists,0.5,1,0,0,0,1,0.5,0.9110512129380054,1,0,0,0,1
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.5,1,0,0,0,1,0.5,0.5768194070080863,0,0,1,0,0
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.5,1,0,0,0,1,0.5,0.39589636393641015,0,1,0,0,0
47-2022,Stonemasons,0.5,1,0,0,0,1,0.5,0.7789757412398921,1,0,0,0,1
47-2031,Carpenters,0.5,1,0,0,0,1,0.5,0.7035040431266847,1,0,0,1,0
43-5041,"Meter Readers, Utilities",0.5,1,0,0,0,1,0.5,0.31536388140161725,0,1,0,0,0
51-8031,Water and Wastewater Treatment Plant and System Operators,0.5,1,0,0,0,1,0.5,0.4555256064690027,0,1,0,0,0
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.5,1,0,0,0,1,0.5,0.5121293800539083,0,1,0,0,0
45-4023,Log Graders and Scalers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.43396226415094336,0,1,0,0,0
47-2053,Terrazzo Workers and Finishers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6469002695417788,1,0,0,1,0
43-5021,Couriers and Messengers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4097035040431267,0,1,0,0,0
53-4031,Railroad Conductors and Yardmasters,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.601078167115903,0,0,1,0,0
29-1123,Physical Therapists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.9784366576819407,1,0,0,0,1
53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.7439353099730458,1,0,0,1,0
53-2022,Airfield Operations Specialists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6846361185983828,1,0,0,1,0
49-2097,Audiovisual Equipment Installers and Repairers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6522911051212937,1,0,0,1,0
13-1032,"Insurance Appraisers, Auto Damage",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.36118598382749323,0,1,0,0,0
51-9081,Dental Laboratory Technicians,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5175202156334232,0,0,1,0,0
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4743935309973045,0,1,0,0,0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.2938005390835579,0,1,0,0,0
51-3092,Food Batchmakers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.706199460916442,1,0,0,1,0
51-1011,First-Line Supervisors of Production and Operating Workers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6199460916442048,0,0,1,0,0
29-1292,Dental Hygienists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.8760107816711591,1,0,0,0,1
47-2132,"Insulation Workers, Mechanical",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6495956873315364,1,0,0,1,0
47-2142,Paperhangers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.3935309973045822,0,1,0,0,0
39-2011,Animal Trainers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5902964959568732,0,0,1,0,0
51-2031,Engine and Other Machine Assemblers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6630727762803235,1,0,0,1,0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.8328840970350404,1,0,0,0,1
17-3027,Mechanical Engineering Technologists and Technicians,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6317785188907671,0,0,1,0,0
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.555256064690027,0,0,1,0,0
51-6011,Laundry and Dry-Cleaning Workers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4932614555256065,0,1,0,0,0
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5444743935309974,0,0,1,0,0
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5040431266846361,0,1,0,0,0
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5795148247978437,0,0,1,0,0
47-3016,Helpers--Roofers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5876010781671158,0,0,1,0,0
31-9092,Medical Assistants,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.816711590296496,1,0,0,0,1
49-9062,Medical Equipment Repairers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6064690026954178,0,0,1,0,0
31-1131,Nursing Assistants,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.8274932614555257,1,0,0,0,1
31-2012,Occupational Therapy Aides,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.862533692722372,1,0,0,0,1
51-6093,Upholsterers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5849056603773584,0,0,1,0,0
51-7011,Cabinetmakers and Bench Carpenters,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5175202156334232,0,0,1,0,0
51-7021,Furniture Finishers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5067385444743935,0,1,0,0,0
33-9032,Security Guards,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5633423180592991,0,0,1,0,0
33-9093,Transportation Security Screeners,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.849056603773585,1,0,0,0,1
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4609164420485175,0,1,0,0,0
29-2051,Dietetic Technicians,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.7520215633423181,1,0,0,0,1
47-5051,"Rock Splitters, Quarry",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.38544474393531003,0,1,0,0,0
29-1181,Audiologists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.8652291105121294,1,0,0,0,1
49-9097,Signal and Track Switch Repairers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.3477088948787062,0,1,0,0,0
19-4031,Chemical Technicians,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.46630727762803237,0,1,0,0,0
39-4031,"Morticians, Undertakers, and Funeral Arrangers",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6657681940700808,1,0,0,1,0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.7277628032345014,1,0,0,1,0
35-2012,"Cooks, Institution and Cafeteria",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6738544474393531,1,0,0,1,0
47-5044,"Loading and Moving Machine Operators, Underground Mining",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5094339622641509,0,1,0,0,0
49-3021,Automotive Body and Related Repairers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4177897574123989,0,1,0,0,0
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5417789757412398,0,0,1,0,0
51-4041,Machinists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5309973045822103,0,0,1,0,0
51-4061,"Model Makers, Metal and Plastic",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.6846361185983829,1,0,0,1,0
51-4111,Tool and Die Makers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.36927223719676555,0,1,0,0,0
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4366576819407008,0,1,0,0,0
29-1022,Oral and Maxillofacial Surgeons,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.9892183288409704,1,0,0,0,1
51-8092,Gas Plant Operators,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5067385444743934,0,1,0,0,0
53-7081,Refuse and Recyclable Material Collectors,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.35040431266846356,0,1,0,0,0
11-9051,Food Service Managers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.7601078167115903,1,0,0,0,1
51-9141,Semiconductor Processing Technicians,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5660377358490565,0,0,1,0,0
51-9161,Computer Numerically Controlled Tool Operators,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.4555256064690027,0,1,0,0,0
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.536388140161725,0,0,1,0,0
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5741239892183289,0,0,1,0,0
51-9198,Helpers--Production Workers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5067385444743935,0,1,0,0,0
51-2021,"Coil Winders, Tapers, and Finishers",0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.5471698113207547,0,0,1,0,0
27-1012,Craft Artists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.2884097035040431,0,1,0,0,0
33-3012,Correctional Officers and Jailers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.7762803234501348,1,0,0,0,1
33-3041,Parking Enforcement Workers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.32075471698113206,0,1,0,0,0
29-1218,Obstetricians and Gynecologists,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.8221024258760108,1,0,0,0,1
51-3023,Slaughterers and Meat Packers,0.4166666666666667,1,0,0,0,1,0.5833333333333333,0.7035040431266846,1,0,0,1,0
51-9151,Photographic Process Workers and Processing Machine Operators,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.549865229110512,0,0,1,0,0
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5256064690026955,0,0,1,0,0
19-4013,Food Science Technicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5876010781671159,0,0,1,0,0
19-4012,Agricultural Technicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5320883070209216,0,0,1,0,0
47-2081,Drywall and Ceiling Tile Installers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5741239892183289,0,0,1,0,0
47-2082,Tapers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5121293800539082,0,1,0,0,0
53-3032,Heavy and Tractor-Trailer Truck Drivers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.3557951482479784,0,1,0,0,0
29-1213,Dermatologists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8571428571428571,1,0,0,0,1
51-2092,Team Assemblers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6307277628032345,0,0,1,0,0
51-4062,"Patternmakers, Metal and Plastic",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6118598382749326,0,0,1,0,0
29-1125,Recreational Therapists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8301886792452831,1,0,0,0,1
29-1023,Orthodontists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.9568733153638813,1,0,0,0,1
29-1041,Optometrists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8921832884097034,1,0,0,0,1
29-1071,Physician Assistants,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8757270534827636,1,0,0,0,1
51-8011,Nuclear Power Reactor Operators,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7035040431266847,1,0,0,1,0
51-6021,"Pressers, Textile, Garment, and Related Materials",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.2991913746630728,0,1,0,0,0
39-9031,Exercise Trainers and Group Fitness Instructors,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8328840970350404,1,0,0,0,1
39-3091,Amusement and Recreation Attendants,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.692722371967655,1,0,0,1,0
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5121293800539085,0,1,0,0,0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.28571428571428575,0,1,0,0,0
51-2061,Timing Device Assemblers and Adjusters,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.40431266846361186,0,1,0,0,0
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6064690026954177,0,0,1,0,0
27-4012,Broadcast Technicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.4743935309973045,0,1,0,0,0
27-4014,Sound Engineering Technicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.563342318059299,0,0,1,0,0
27-4031,"Camera Operators, Television, Video, and Film",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6549865229110513,1,0,0,1,0
35-3011,Bartenders,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7681940700808625,1,0,0,0,1
35-3041,"Food Servers, Nonrestaurant",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8409703504043127,1,0,0,0,1
47-4011,Construction and Building Inspectors,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.4909154437456324,0,1,0,0,0
51-6042,Shoe Machine Operators and Tenders,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.536388140161725,0,0,1,0,0
29-2092,Hearing Aid Specialists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7439353099730458,1,0,0,1,0
49-2011,"Computer, Automated Teller, and Office Machine Repairers",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5956873315363881,0,0,1,0,0
29-1141,Registered Nurses,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7660846126801825,1,0,0,0,1
29-1161,Nurse Midwives,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.9838274932614556,1,0,0,0,1
29-1171,Nurse Practitioners,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8247978436657681,1,0,0,0,1
29-9091,Athletic Trainers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7520215633423181,1,0,0,0,1
29-2011,Medical and Clinical Laboratory Technologists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6072145437862017,0,0,1,0,0
29-2012,Medical and Clinical Laboratory Technicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6199460916442048,0,0,1,0,0
29-1216,General Internal Medicine Physicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.9272237196765499,1,0,0,0,1
29-1221,"Pediatricians, General",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8598382749326147,1,0,0,0,1
31-9095,Pharmacy Aides,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8005390835579514,1,0,0,0,1
31-9099,"Healthcare Support Workers, All Other",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8587864045756359,1,0,0,0,1
31-1121,Home Health Aides,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8274932614555257,1,0,0,0,1
31-1133,Psychiatric Aides,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.8787061994609164,1,0,0,0,1
29-1222,"Physicians, Pathologists",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.2749326145552561,0,1,0,0,0
33-3011,Bailiffs,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.711590296495957,1,0,0,1,0
19-1022,Microbiologists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5094339622641509,0,1,0,0,0
19-1031,Conservation Scientists,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.4827248223474639,0,1,0,0,0
17-3025,Environmental Engineering Technologists and Technicians,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.4231805929919137,0,1,0,0,0
49-9064,Watch and Clock Repairers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6307277628032346,0,0,1,0,0
27-1026,Merchandise Displayers and Window Trimmers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6415094339622642,1,0,0,1,0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5633423180592991,0,0,1,0,0
25-2059,"Special Education Teachers, All Other",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.9110512129380054,1,0,0,0,1
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7951482479784368,1,0,0,0,1
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.7035040431266846,1,0,0,1,0
43-5052,Postal Service Mail Carriers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5390835579514824,0,0,1,0,0
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5956873315363881,0,0,1,0,0
43-5071,"Shipping, Receiving, and Inventory Clerks",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.41239892183288407,0,1,0,0,0
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5498652291105122,0,0,1,0,0
27-2021,Athletes and Sports Competitors,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5606469002695418,0,0,1,0,0
11-9179,"Personal Service Managers, All Other",0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6762503743635818,1,0,0,1,0
11-9021,Construction Managers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.48787061994609165,0,1,0,0,0
51-9194,Etchers and Engravers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.41239892183288407,0,1,0,0,0
51-9111,Packaging and Filling Machine Operators and Tenders,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5606469002695419,0,0,1,0,0
47-2044,Tile and Stone Setters,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5579514824797844,0,0,1,0,0
51-9162,Computer Numerically Controlled Tool Programmers,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.5390835579514826,0,0,1,0,0
45-2011,Agricultural Inspectors,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.6495956873315364,1,0,0,1,0
45-2021,Animal Breeders,0.3333333333333333,1,0,0,1,0,0.6666666666666667,0.2722371967654986,0,1,0,0,0
19-4042,"Environmental Science and Protection Technicians, Including Health",0.25,1,0,0,1,0,0.75,0.4743935309973045,0,1,0,0,0
51-9082,Medical Appliance Technicians,0.25,1,0,0,1,0,0.75,0.6873315363881402,1,0,0,1,0
45-2041,"Graders and Sorters, Agricultural Products",0.25,1,0,0,1,0,0.75,0.8274932614555257,1,0,0,0,1
53-6041,Traffic Technicians,0.25,1,0,0,1,0,0.75,0.4420485175202157,0,1,0,0,0
53-6011,Bridge and Lock Tenders,0.25,1,0,0,1,0,0.75,0.26145552560646895,0,1,0,0,0
43-4121,"Library Assistants, Clerical",0.25,1,0,0,1,0,0.75,0.7035040431266846,1,0,0,1,0
29-1081,Podiatrists,0.25,1,0,0,1,0,0.75,0.8787061994609164,1,0,0,0,1
51-3011,Bakers,0.25,1,0,0,1,0,0.75,0.5121293800539085,0,1,0,0,0
39-1013,First-Line Supervisors of Gambling Services Workers,0.25,1,0,0,1,0,0.75,0.8544474393530997,1,0,0,0,1
39-3092,Costume Attendants,0.25,1,0,0,1,0,0.75,0.7439353099730458,1,0,0,1,0
39-4021,Funeral Attendants,0.25,1,0,0,1,0,0.75,0.5283018867924528,0,0,1,0,0
21-1022,Healthcare Social Workers,0.25,1,0,0,1,0,0.75,0.7088948787061995,1,0,0,1,0
21-1092,Probation Officers and Correctional Treatment Specialists,0.25,1,0,0,1,0,0.75,0.6307277628032346,0,0,1,0,0
47-2041,Carpet Installers,0.25,1,0,0,1,0,0.75,0.5606469002695418,0,0,1,0,0
25-1194,"Career/Technical Education Teachers, Postsecondary",0.25,1,0,0,1,0,0.75,0.7385444743935311,1,0,0,1,0
17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.25,1,0,0,1,0,0.75,0.4851752021563342,0,1,0,0,0
27-2011,Actors,0.25,1,0,0,1,0,0.75,0.9460916442048517,1,0,0,0,1
25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.25,1,0,0,1,0,0.75,0.9326145552560647,1,0,0,0,1
51-2022,Electrical and Electronic Equipment Assemblers,0.25,1,0,0,1,0,0.75,0.555256064690027,0,0,1,0,0
47-2141,"Painters, Construction and Maintenance",0.25,1,0,0,1,0,0.75,0.6091644204851752,0,0,1,0,0
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.25,1,0,0,1,0,0.75,0.47978436657681933,0,1,0,0,0
19-2032,Materials Scientists,0.25,1,0,0,1,0,0.75,0.4609164420485175,0,1,0,0,0
19-1021,Biochemists and Biophysicists,0.25,1,0,0,1,0,0.75,0.5040431266846361,0,1,0,0,0
19-1023,Zoologists and Wildlife Biologists,0.25,1,0,0,1,0,0.75,0.5283018867924528,0,0,1,0,0
51-2023,Electromechanical Equipment Assemblers,0.25,1,0,0,1,0,0.75,0.5525606469002694,0,0,1,0,0
