OCC_CODE,OCC_TITLE,low_wfh,low_wfh_binary,low_wfh_q1,low_wfh_q2,low_wfh_q3,low_wfh_q4,high_wfh,pp,pp_binary,pp_q1,pp_q2,pp_q3,pp_q4
49-9061,Camera and Photographic Equipment Repairers,0.25,1,0,0,1,0,0.75,0.3342318059299191,0,1,0,0,0
29-1229,"Physicians, All Other",0.25,1,0,0,1,0,0.75,0.8449503032345014,1,0,0,0,1
33-3021,Detectives and Criminal Investigators,0.25,1,0,0,1,0,0.75,0.6413608676273956,1,0,0,1,0
25-4013,Museum Technicians and Conservators,0.25,1,0,0,1,0,0.75,0.5121293800539083,0,1,0,0,0
17-2081,Environmental Engineers,0.25,1,0,0,1,0,0.75,0.4474393530997305,0,1,0,0,0
17-2112,Industrial Engineers,0.25,1,0,0,1,0,0.75,0.527247158092113,0,0,1,0,0
17-2131,Materials Engineers,0.25,1,0,0,1,0,0.75,0.4231805929919137,0,1,0,0,0
25-4011,Archivists,0.25,1,0,0,1,0,0.75,0.431266846361186,0,1,0,0,0
25-4012,Curators,0.25,1,0,0,1,0,0.75,0.3935309973045822,0,1,0,0,0
31-9011,Massage Therapists,0.25,1,0,0,1,0,0.75,0.8140161725067384,1,0,0,0,1
37-2012,Maids and Housekeeping Cleaners,0.25,1,0,0,1,0,0.75,0.46361185983827496,0,1,0,0,0
29-2052,Pharmacy Technicians,0.25,1,0,0,1,0,0.75,0.7493261455525607,1,0,0,0,1
29-1291,Acupuncturists,0.25,1,0,0,1,0,0.75,0.9946091644204853,1,0,0,0,1
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",0.25,1,0,0,1,0,0.75,0.7772133526850507,1,0,0,0,1
29-1217,Neurologists,0.25,1,0,0,1,0,0.75,0.7762803234501348,1,0,0,0,1
29-2081,"Opticians, Dispensing",0.25,1,0,0,1,0,0.75,0.8544474393530997,1,0,0,0,1
29-2099,"Health Technologists and Technicians, All Other",0.25,1,0,0,1,0,0.75,0.8195968262404617,1,0,0,0,1
35-9021,Dishwashers,0.25,1,0,0,1,0,0.75,0.49595687331536387,0,1,0,0,0
33-9091,Crossing Guards and Flaggers,0.25,1,0,0,1,0,0.75,0.7628032345013477,1,0,0,0,1
39-3021,Motion Picture Projectionists,0.25,1,0,0,1,0,0.75,0.2884097035040431,0,1,0,0,0
51-6041,Shoe and Leather Workers and Repairers,0.25,1,0,0,1,0,0.75,0.45013477088948783,0,1,0,0,0
29-1122,Occupational Therapists,0.25,1,0,0,1,0,0.75,0.8489967056004791,1,0,0,0,1
27-4021,Photographers,0.25,1,0,0,1,0,0.75,0.7035040431266846,1,0,0,1,0
29-1011,Chiropractors,0.25,1,0,0,1,0,0.75,0.9568733153638813,1,0,0,0,1
29-2057,Ophthalmic Medical Technicians,0.25,1,0,0,1,0,0.75,0.889487870619946,1,0,0,0,1
19-2031,Chemists,0.25,1,0,0,1,0,0.75,0.4851752021563342,0,1,0,0,0
39-5094,Skincare Specialists,0.25,1,0,0,1,0,0.75,0.986522911051213,1,0,0,0,1
29-1215,Family Medicine Physicians,0.25,1,0,0,1,0,0.75,0.9919137466307277,1,0,0,0,1
29-1128,Exercise Physiologists,0.25,1,0,0,1,0,0.75,0.7681940700808625,1,0,0,0,1
53-6021,Parking Attendants,0.25,1,0,0,1,0,0.75,0.711590296495957,1,0,0,1,0
53-3052,"Bus Drivers, Transit and Intercity",0.25,1,0,0,1,0,0.75,0.7601078167115903,1,0,0,0,1
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.25,1,0,0,1,0,0.75,0.5026954177897573,0,1,0,0,0
21-1094,Community Health Workers,0.25,1,0,0,1,0,0.75,0.7385444743935311,1,0,0,1,0
19-5011,Occupational Health and Safety Specialists,0.25,1,0,0,1,0,0.75,0.6954177897574124,1,0,0,1,0
19-5012,Occupational Health and Safety Technicians,0.25,1,0,0,1,0,0.75,0.6226415094339622,0,0,1,0,0
19-4021,Biological Technicians,0.25,1,0,0,1,0,0.75,0.46630727762803237,0,1,0,0,0
53-7064,"Packers and Packagers, Hand",0.25,1,0,0,1,0,0.75,0.5498652291105122,0,0,1,0,0
11-3051,Industrial Production Managers,0.25,1,0,0,1,0,0.75,0.48697214734950595,0,1,0,0,0
53-7063,Machine Feeders and Offbearers,0.25,1,0,0,1,0,0.75,0.4231805929919137,0,1,0,0,0
27-4011,Audio and Video Technicians,0.25,1,0,0,1,0,0.75,0.5714285714285716,0,0,1,0,0
27-2032,Choreographers,0.25,1,0,0,1,0,0.75,1.0,1,0,0,0,1
41-9022,Real Estate Sales Agents,0.25,1,0,0,1,0,0.75,0.6873315363881402,1,0,0,1,0
41-2031,Retail Salespersons,0.25,1,0,0,1,0,0.75,0.6603773584905661,1,0,0,1,0
17-2141,Mechanical Engineers,0.25,1,0,0,1,0,0.75,0.46586419525163386,0,1,0,0,0
17-2161,Nuclear Engineers,0.25,1,0,0,1,0,0.75,0.3935309973045822,0,1,0,0,0
11-9081,Lodging Managers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.45283018867924535,0,1,0,0,0
29-1051,Pharmacists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7735849056603774,1,0,0,0,1
29-1127,Speech-Language Pathologists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.940700808625337,1,0,0,0,1
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6064690026954178,0,0,1,0,0
43-4111,"Interviewers, Except Eligibility and Loan",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7735849056603774,1,0,0,0,1
43-4131,Loan Interviewers and Clerks,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4016172506738544,0,1,0,0,0
43-4141,New Accounts Clerks,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6927223719676551,1,0,0,1,0
51-9031,"Cutters and Trimmers, Hand",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.29110512129380056,0,1,0,0,0
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6765498652291104,1,0,0,1,0
19-3093,Historians,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5256064690026955,0,0,1,0,0
25-1066,"Psychology Teachers, Postsecondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.3557951482479784,0,1,0,0,0
25-1052,"Chemistry Teachers, Postsecondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.3234501347708895,0,1,0,0,0
25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.43396226415094336,0,1,0,0,0
21-1011,Substance Abuse and Behavioral Disorder Counselors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5336927223719676,0,0,1,0,0
21-1012,"Educational, Guidance, and Career Counselors and Advisors",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5741239892183289,0,0,1,0,0
21-1013,Marriage and Family Therapists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.42857142857142855,0,1,0,0,0
21-1014,Mental Health Counselors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5417789757412397,0,0,1,0,0
25-1011,"Business Teachers, Postsecondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4393530997304582,0,1,0,0,0
21-2011,Clergy,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4609164420485175,0,1,0,0,0
21-2021,"Directors, Religious Activities and Education",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5687331536388139,0,0,1,0,0
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.3719676549865229,0,1,0,0,0
23-1023,"Judges, Magistrate Judges, and Magistrates",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5768194070080863,0,0,1,0,0
51-4121,"Welders, Cutters, Solderers, and Brazers",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5444743935309974,0,0,1,0,0
21-1015,Rehabilitation Counselors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.431266846361186,0,1,0,0,0
21-1021,"Child, Family, and School Social Workers",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5229110512129379,0,0,1,0,0
21-1091,Health Education Specialists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6118598382749326,0,0,1,0,0
21-1093,Social and Human Service Assistants,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5795148247978437,0,0,1,0,0
39-5011,Barbers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.9433962264150944,1,0,0,0,1
39-1022,First-Line Supervisors of Personal Service Workers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.719676549865229,1,0,0,1,0
39-9032,Recreation Workers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.692722371967655,1,0,0,1,0
39-9041,Residential Advisors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5849056603773585,0,0,1,0,0
41-1011,First-Line Supervisors of Retail Sales Workers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6307277628032346,0,0,1,0,0
39-6012,Concierges,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6792452830188679,1,0,0,1,0
39-7011,Tour Guides and Escorts,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7681940700808625,1,0,0,0,1
51-6051,"Sewers, Hand",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.42048517520215634,0,1,0,0,0
19-1042,"Medical Scientists, Except Epidemiologists",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.48787061994609165,0,1,0,0,0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.84366576819407,1,0,0,0,1
33-9099,"Protective Service Workers, All Other",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7035040431266846,1,0,0,1,0
35-2013,"Cooks, Private Household",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.32614555256064687,0,1,0,0,0
33-9031,Gambling Surveillance Officers and Gambling Investigators,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7574123989218328,1,0,0,0,1
39-7012,Travel Guides,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5633423180592991,0,0,1,0,0
29-9092,Genetic Counselors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4258760107816712,0,1,0,0,0
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7762803234501348,1,0,0,0,1
35-3031,Waiters and Waitresses,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7601078167115903,1,0,0,0,1
25-3041,Tutors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.8328840970350404,1,0,0,0,1
19-1013,Soil and Plant Scientists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.30727762803234504,0,1,0,0,0
19-1012,Food Scientists and Technologists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4258760107816712,0,1,0,0,0
43-3071,Tellers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7358490566037734,1,0,0,1,0
43-4031,"Court, Municipal, and License Clerks",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5336927223719676,0,0,1,0,0
43-4051,Customer Service Representatives,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5256064690026955,0,0,1,0,0
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6415094339622641,1,0,0,1,0
43-2011,"Switchboard Operators, Including Answering Service",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6630727762803235,1,0,0,1,0
43-2021,Telephone Operators,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.43396226415094336,0,1,0,0,0
27-2042,Musicians and Singers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.8840970350404314,1,0,0,0,1
27-3011,Broadcast Announcers and Radio Disc Jockeys,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5067385444743935,0,1,0,0,0
27-1023,Floral Designers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7088948787061995,1,0,0,1,0
41-9011,Demonstrators and Product Promoters,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6469002695417789,1,0,0,1,0
41-9021,Real Estate Brokers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5040431266846361,0,1,0,0,0
41-2021,Counter and Rental Clerks,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6495956873315364,1,0,0,1,0
41-2022,Parts Salespersons,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7169811320754718,1,0,0,1,0
41-3011,Advertising Sales Agents,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5148247978436659,0,1,0,0,0
41-3041,Travel Agents,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5121293800539083,0,1,0,0,0
27-3031,Public Relations Specialists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.41239892183288407,0,1,0,0,0
27-3091,Interpreters and Translators,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6037735849056604,0,0,1,0,0
27-2022,Coaches and Scouts,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7142857142857143,1,0,0,1,0
27-2031,Dancers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.9757412398921833,1,0,0,0,1
27-2041,Music Directors and Composers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.536388140161725,0,0,1,0,0
43-6013,Medical Secretaries and Administrative Assistants,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5525606469002695,0,0,1,0,0
43-5051,Postal Service Clerks,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.8059299191374664,1,0,0,0,1
43-5061,"Production, Planning, and Expediting Clerks",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.3935309973045822,0,1,0,0,0
43-4171,Receptionists and Information Clerks,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5417789757412398,0,0,1,0,0
15-1244,Network and Computer Systems Administrators,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5013477088948788,0,1,0,0,0
13-2071,Credit Counselors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.32075471698113206,0,1,0,0,0
13-2072,Loan Officers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4986522911051212,0,1,0,0,0
13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.47978436657681933,0,1,0,0,0
17-2199,"Engineers, All Other",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4310158025474341,0,1,0,0,0
25-9021,Farm and Home Management Educators,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4097035040431267,0,1,0,0,0
25-2032,"Career/Technical Education Teachers, Secondary School",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7493261455525607,1,0,0,0,1
25-2057,"Special Education Teachers, Middle School",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7897574123989217,1,0,0,0,1
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.555256064690027,0,0,1,0,0
25-2012,"Kindergarten Teachers, Except Special Education",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.84366576819407,1,0,0,0,1
25-1122,"Communications Teachers, Postsecondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.46630727762803237,0,1,0,0,0
17-3022,Civil Engineering Technologists and Technicians,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5309973045822102,0,0,1,0,0
17-2021,Agricultural Engineers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.42048517520215634,0,1,0,0,0
17-2041,Chemical Engineers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4097035040431267,0,1,0,0,0
29-1223,Psychiatrists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6415094339622641,1,0,0,1,0
25-4022,Librarians and Media Collections Specialists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5256064690026955,0,0,1,0,0
25-4031,Library Technicians,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5849056603773585,0,0,1,0,0
29-2053,Psychiatric Technicians,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.8975741239892183,1,0,0,0,1
17-2051,Civil Engineers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4236298292902067,0,1,0,0,0
17-1021,Cartographers and Photogrammetrists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5013477088948787,0,1,0,0,0
17-1022,Surveyors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.49583968123754824,0,1,0,0,0
51-6092,Fabric and Apparel Patternmakers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.45283018867924535,0,1,0,0,0
43-5031,Public Safety Telecommunicators,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4016172506738544,0,1,0,0,0
43-4061,"Eligibility Interviewers, Government Programs",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.3530997304582212,0,1,0,0,0
29-1129,"Therapists, All Other",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7881496193313473,1,0,0,0,1
29-1031,Dietitians and Nutritionists,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5822102425876011,0,0,1,0,0
13-1074,Farm Labor Contractors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6280323450134772,0,0,1,0,0
13-1121,"Meeting, Convention, and Event Planners",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6954177897574123,1,0,0,1,0
13-1131,Fundraisers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5283018867924528,0,0,1,0,0
13-1031,"Claims Adjusters, Examiners, and Investigators",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.40431266846361186,0,1,0,0,0
11-3013,Facilities Managers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6091644204851752,0,0,1,0,0
11-9151,Social and Community Service Managers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.36927223719676555,0,1,0,0,0
11-9071,Gambling Managers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.6765498652291104,1,0,0,1,0
53-7065,Stockers and Order Fillers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5902964959568733,0,0,1,0,0
51-9123,"Painting, Coating, and Decorating Workers",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.5471698113207547,0,0,1,0,0
11-9161,Emergency Management Directors,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4474393530997305,0,1,0,0,0
11-2022,Sales Managers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4366576819407008,0,1,0,0,0
11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.7331536388140161,1,0,0,1,0
11-9032,"Education Administrators, Kindergarten through Secondary",0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4851752021563342,0,1,0,0,0
11-9041,Architectural and Engineering Managers,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4384719054530375,0,1,0,0,0
11-1011,Chief Executives,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.3850912465202597,0,1,0,0,0
19-3051,Urban and Regional Planners,0.16666666666666666,0,0,1,0,0,0.8333333333333334,0.4070080862533692,0,1,0,0,0
11-1021,General and Operations Managers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.5148247978436659,0,1,0,0,0
11-9033,"Education Administrators, Postsecondary",0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.3342318059299191,0,1,0,0,0
11-9111,Medical and Health Services Managers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4609164420485175,0,1,0,0,0
15-2011,Actuaries,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.38005390835579517,0,1,0,0,0
15-2021,Mathematicians,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.28571428571428575,0,1,0,0,0
11-3131,Training and Development Managers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.490566037735849,0,1,0,0,0
11-3121,Human Resources Managers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.3584905660377359,0,1,0,0,0
11-3111,Compensation and Benefits Managers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.2587601078167116,0,1,0,0,0
13-1051,Cost Estimators,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.39622641509433953,0,1,0,0,0
13-1071,Human Resources Specialists,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.36657681940700804,0,1,0,0,0
13-1075,Labor Relations Specialists,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4474393530997305,0,1,0,0,0
13-1081,Logisticians,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.501429388221841,0,1,0,0,0
13-1111,Management Analysts,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.42048517520215634,0,1,0,0,0
53-2021,Air Traffic Controllers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.8059299191374664,1,0,0,0,1
43-9071,"Office Machine Operators, Except Computer",0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.5202156334231807,0,0,1,0,0
43-9081,Proofreaders and Copy Markers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4932614555256065,0,1,0,0,0
43-9111,Statistical Assistants,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4097035040431267,0,1,0,0,0
43-4071,File Clerks,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4258760107816712,0,1,0,0,0
43-4151,Order Clerks,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.5902964959568733,0,0,1,0,0
15-1241,Computer Network Architects,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4809677207284202,0,1,0,0,0
15-1242,Database Administrators,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.29649595687331537,0,1,0,0,0
15-1243,Database Architects,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.3681695662827738,0,1,0,0,0
15-1251,Computer Programmers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.3423180592991914,0,1,0,0,0
15-1253,Software Quality Assurance Analysts and Testers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4851752021563342,0,1,0,0,0
15-1254,Web Developers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.3935309973045822,0,1,0,0,0
15-1255,Web and Digital Interface Designers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4474393530997305,0,1,0,0,0
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.49595687331536387,0,1,0,0,0
43-5011,Cargo and Freight Agents,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.48295544632947524,0,1,0,0,0
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.5902964959568733,0,0,1,0,0
43-6011,Executive Secretaries and Executive Administrative Assistants,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.3396226415094339,0,1,0,0,0
43-6012,Legal Secretaries and Administrative Assistants,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.32075471698113206,0,1,0,0,0
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.38005390835579517,0,1,0,0,0
43-9021,Data Entry Keyers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.5309973045822102,0,0,1,0,0
43-9022,Word Processors and Typists,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.4231805929919137,0,1,0,0,0
43-9031,Desktop Publishers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.46630727762803237,0,1,0,0,0
43-9041,Insurance Claims and Policy Processing Clerks,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.42857142857142855,0,1,0,0,0
43-9061,"Office Clerks, General",0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.61455525606469,0,0,1,0,0
41-2012,Gambling Change Persons and Booth Cashiers,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.6765498652291104,1,0,0,1,0
41-3021,Insurance Sales Agents,0.08333333333333333,0,1,0,0,0,0.9166666666666666,0.5795148247978437,0,0,1,0,0
